106.7673155,10.8503326
106.7674669,10.8501624
106.7675267,10.8500886
106.7676702,10.8499388
106.7677515,10.849871
106.7679112,10.8498162
106.7680585,10.8497858
106.7682294,10.8497623
106.7685414,10.8497547
106.7586823,10.8505972
106.7588251,10.8506322
106.759378,10.850597
106.7597097,10.8505759
106.7598726,10.8505703
106.7599916,10.8505632
106.7606534,10.8505318
106.7614064,10.8505096
106.7619426,10.8504684
106.7619488,10.8504679
106.7621571,10.8505337
106.7622275,10.8505728
106.7627181,10.8508455
106.7627924,10.8508571
106.7628546,10.8508668
106.7631701,10.8508376
106.764082,10.8507531
106.7648603,10.8506809
106.7653326,10.8506371
106.7662545,10.8505681
106.7669872,10.8504858
106.7670939,10.8504691
106.7672107,10.8504278
106.7672921,10.850382
106.7673155,10.8503326
106.7720997,10.8496714
106.7722016,10.8496003
106.7729567,10.8495529
106.7730506,10.8495619
106.7732591,10.849563
106.7733787,10.849521
106.7734634,10.8494802
106.7735629,10.8494141
106.7737207,10.8492956
106.7738496,10.8491795
106.7740011,10.8490444
